patient_id,ssn,first_name,last_name,full_name,date_of_birth,age,gender,race,ethnicity,address,city,state,zip_code,phone,email,income_level,insurance_type,insurance_provider,diagnosis_code,diagnosis_description,is_eligible_for_pap,pap_enrollment_date,fraud_flag,created_at
PAT1002771,359-60-4661,Anna,Beasley,Anna Beasley,26-08-1945,36,F,Native American,Non-Hispanic,669 Lowe Burg Apt. 103,Perezport,PA,58189,001-491-972-2781,anna.beasley@example.com,$75k-$100k,Uninsured,,I10,Essential hypertension,TRUE,10-06-2026,FALSE,28-06-2024
PAT1002772,597-30-2227,Steven,Kent,Steven Kent,01-05-1941,41,Other,Other,Hispanic,118 Lauren Springs,Angelaside,NY,23079,+1-571-872-6573x401,steven.kent@example.com,< $25k,Uninsured,Armstrong Group,E11,Type 2 diabetes mellitus,TRUE,01-01-2026,FALSE,11-04-2023
PAT1002773,697-90-1548,Michael,Miller,Michael Miller,23-11-1975,56,Other,Black,Non-Hispanic,83754 Katherine Islands Apt. 620,Ramirezfort,PA,71999,628-589-2446x064,michael.miller@example.com,$25k-$50k,Uninsured,Perkins-Li,J00,Acute nasopharyngitis,TRUE,,FALSE,31-07-2023
PAT1002774,662-63-6759,Julia,Black,Julia Black,12-08-1995,54,Other,Native American,Non-Hispanic,373 Lopez Street,New Jenniferview,OH,89490,208-556-6993x772,julia.black@example.com,$75k-$100k,Private,"Hammond, Young and Smith",J02,Acute pharyngitis,FALSE,,FALSE,27-07-2022
PAT1002775,835-36-7879,Patricia,Woods,Patricia Woods,19-12-1984,42,M,Other,Non-Hispanic,8064 Eric Turnpike,Velezberg,TX,68454,001-769-269-5087x649,patricia.woods@example.com,$50k-$75k,Underinsured,Lewis-Richards,C50,Malignant neoplasm of breast,TRUE,20-01-2026,FALSE,22-06-2025
PAT1002776,640-23-1409,Troy,Flynn,Troy Flynn,28-12-1981,46,Other,Other,Non-Hispanic,44408 Villegas Key,Parkertown,NC,29533,972.624.8335,troy.flynn@example.com,< $25k,Underinsured,Wade-Cook,J02,Acute pharyngitis,TRUE,,FALSE,05-12-2023
PAT1002777,795-38-9894,Keith,Trujillo,Keith Trujillo,19-10-1939,79,Other,Asian,Hispanic,90323 Holly Track,Michaelland,CA,17560,(541)692-5424,keith.trujillo@example.com,$75k-$100k,Underinsured,Sanchez Inc,E10,Type 1 diabetes mellitus,TRUE,11-05-2026,FALSE,25-08-2023
PAT1002778,959-63-7035,Andre,Williams,Andre Williams,06-12-1949,52,F,Asian,Non-Hispanic,0484 Brandy Fork,Lake Justin,MI,90882,001-666-472-3839x27559,andre.williams@example.com,$50k-$75k,Underinsured,"Davis, Foster and Randall",C02,Malignant neoplasm of other parts of tongue,TRUE,02-11-2025,FALSE,26-07-2024
PAT1002779,570-40-9863,Tina,Davidson,Tina Davidson,06-02-1969,23,M,Hispanic,Hispanic,37692 Patterson Ford Apt. 925,Jodimouth,CA,71812,001-639-938-2666x859,tina.davidson@example.com,$75k-$100k,Medicaid,Martinez-Flores,J00,Acute nasopharyngitis,FALSE,,FALSE,22-07-2023
PAT1002780,977-24-5315,Matthew,Miller,Matthew Miller,21-01-1984,37,Other,Black,Hispanic,99282 Austin Lake,Scottfort,OH,44930,244-355-9582,matthew.miller@example.com,$50k-$75k,Medicaid,Lewis and Sons,J20,Acute bronchitis,FALSE,,FALSE,15-01-2023
PAT1002781,934-44-2590,Joshua,Robinson,Joshua Robinson,26-12-1970,41,F,Native American,Hispanic,8550 Bruce Crossroad,North Nicholas,NC,95712,725-776-7943x01614,joshua.robinson@example.com,$50k-$75k,Private,"Mcfarland, Duran and Gibson",J06,Acute upper respiratory infections,FALSE,,FALSE,10-03-2023
PAT1002782,378-91-7158,Ashley,Hall,Ashley Hall,09-01-2006,25,F,Hispanic,Hispanic,580 Woods Turnpike Suite 754,West Shellymouth,FL,23100,338.807.0008x1496,ashley.hall@example.com,< $25k,Underinsured,,C08,Malignant neoplasm of major salivary glands,TRUE,14-06-2025,FALSE,06-03-2026
PAT1002783,630-44-8061,Julie,Arnold,Julie Arnold,01-05-1956,74,F,Other,Hispanic,72668 Samantha Course Suite 095,South Robertland,OH,75988,(205)356-6380x166,julie.arnold@example.com,< $25k,Underinsured,"Daniels, King and Parker",I48,Atrial fibrillation,TRUE,30-04-2025,FALSE,11-01-2025
PAT1002784,540-45-4918,Chris,Gomez,Chris Gomez,14-01-2006,19,Other,Hispanic,Non-Hispanic,01710 Holly Turnpike,West Keith,NC,85081,001-992-589-4644,chris.gomez@example.com,$50k-$75k,Medicare,Ortiz LLC,J00,Acute nasopharyngitis,FALSE,,FALSE,26-09-2025
PAT1002785,341-55-9560,Sylvia,White,Sylvia White,02-01-1942,61,M,Hispanic,Non-Hispanic,510 Keith Forest,Katherinemouth,GA,66466,786-456-8415x638,sylvia.white@example.com,$50k-$75k,Private,Clayton-Smith,J06,Acute upper respiratory infections,FALSE,,FALSE,09-12-2023
PAT1002786,295-39-9561,Barbara,Ramirez,Barbara Ramirez,12-05-2004,55,M,Asian,Non-Hispanic,3215 Cody Trafficway,Taylorchester,PA,61668,(379)313-1905x14599,barbara.ramirez@example.com,< $25k,Uninsured,Hernandez LLC,E13,Other specified diabetes mellitus,TRUE,06-09-2024,FALSE,10-10-2021
PAT1002787,258-25-6641,Mark,Burns,Mark Burns,22-06-1958,19,M,Other,Non-Hispanic,1063 Adams Light,New Vanessa,OH,40773,001-998-882-5654,mark.burns@example.com,> $100k,Uninsured,,E13,Other specified diabetes mellitus,TRUE,24-03-2026,FALSE,20-04-2024
PAT1002788,570-90-6669,Karla,Richardson,Karla Richardson,05-05-1952,76,Other,Asian,Hispanic,272 Juarez Lights Apt. 679,West Bethview,IL,74344,+1-365-508-0527x1527,karla.richardson@example.com,> $100k,Uninsured,,C50,Malignant neoplasm of breast,TRUE,20-09-2025,FALSE,25-02-2022
PAT1002789,323-43-9825,Benjamin,Jarvis,Benjamin Jarvis,10-12-1954,65,Other,Native American,Non-Hispanic,75411 Meyers Stravenue Suite 934,Richardsstad,NC,95027,(959)370-9314x925,benjamin.jarvis@example.com,$25k-$50k,Underinsured,White-Brown,J00,Acute nasopharyngitis,TRUE,,FALSE,08-06-2026
PAT1002790,162-78-9884,Edward,Huang,Edward Huang,20-09-1968,60,F,Native American,Non-Hispanic,286 Williams Mountain,East Austinville,GA,11320,001-950-443-2038x152,edward.huang@example.com,< $25k,Underinsured,"Dougherty, Williams and Pope",J00,Acute nasopharyngitis,TRUE,,FALSE,26-04-2024
PAT1002791,853-60-1356,Frank,Chapman,Frank Chapman,30-03-1974,27,M,Hispanic,Hispanic,1347 Johnson Dam,Lake Joseland,FL,24841,(528)255-0602x266,frank.chapman@example.com,$25k-$50k,Uninsured,Yoder-Jones,C08,Malignant neoplasm of major salivary glands,TRUE,23-04-2026,FALSE,03-01-2023
PAT1002792,628-94-6309,Robert,Roberts,Robert Roberts,27-10-1941,41,F,Native American,Hispanic,937 Scott Cove Apt. 112,North Andre,GA,59517,-3112,robert.roberts@example.com,$75k-$100k,Underinsured,Mejia Inc,I12,Hypertensive chronic kidney disease,TRUE,25-10-2025,FALSE,20-01-2022
PAT1002793,522-79-6438,Alisha,Garcia,Alisha Garcia,07-08-2005,31,F,Native American,Non-Hispanic,3370 Wells Square,West Patricia,PA,10893,001-975-743-4991x1879,alisha.garcia@example.com,> $100k,Private,"Woods, Clark and Cannon",J00,Acute nasopharyngitis,FALSE,,FALSE,05-01-2023
PAT1002794,783-97-1192,Anna,Briggs,Anna Briggs,23-01-1974,22,F,Other,Non-Hispanic,833 Heather Field,Port Theresa,TX,86115,-1783,anna.briggs@example.com,$25k-$50k,Underinsured,Holloway-Hester,C50,Malignant neoplasm of breast,TRUE,14-03-2025,FALSE,28-01-2025
PAT1002795,190-21-7681,Lisa,Burns,Lisa Burns,03-11-1996,63,M,Black,Non-Hispanic,92223 Suarez Lake,New Brendaport,MI,35577,350-633-7871,lisa.burns@example.com,< $25k,Uninsured,,E11,Type 2 diabetes mellitus,TRUE,29-04-2025,FALSE,20-04-2024
PAT1002796,555-65-5117,Crystal,Santos,Crystal Santos,23-08-2003,74,Other,Hispanic,Hispanic,1466 Hughes Route Suite 524,West Maureen,PA,98102,001-204-305-3352x9627,crystal.santos@example.com,$50k-$75k,Underinsured,Adams-Brown,I11,Hypertensive heart disease,TRUE,18-04-2026,FALSE,15-11-2025
PAT1002797,453-23-6989,Leslie,Ryan,Leslie Ryan,14-07-1970,76,F,White,Hispanic,29690 Eaton Pass,Port Denise,MI,14820,432-881-1798x27248,leslie.ryan@example.com,$50k-$75k,Uninsured,,C06,Malignant neoplasm of other parts of mouth,TRUE,05-02-2025,FALSE,15-07-2024
PAT1002798,226-27-4913,Amanda,Mcintosh,Amanda Mcintosh,14-10-1950,77,F,White,Hispanic,869 Ware Summit Suite 078,North Noahmouth,GA,53493,840-309-2587x4348,amanda.mcintosh@example.com,> $100k,Uninsured,,E11,Type 2 diabetes mellitus,TRUE,09-09-2025,FALSE,18-11-2023
PAT1002799,931-96-8128,Valerie,Gonzalez,Valerie Gonzalez,03-12-1963,80,F,Asian,Non-Hispanic,065 Williams Inlet Suite 567,Lisaborough,GA,32337,(287)702-4479,valerie.gonzalez@example.com,$50k-$75k,Private,"Hughes, Murphy and Romero",J20,Acute bronchitis,FALSE,,FALSE,08-02-2022
PAT1002800,282-42-6044,Anthony,Townsend,Anthony Townsend,24-11-1975,77,M,Native American,Hispanic,36773 Stewart Estate,Port Cathy,OH,79961,-7169,anthony.townsend@example.com,> $100k,Underinsured,Miller LLC,C02,Malignant neoplasm of other parts of tongue,TRUE,04-08-2024,FALSE,28-10-2022
PAT1002801,869-97-9374,Lisa,Mccormick,Lisa Mccormick,09-02-1943,29,M,Other,Hispanic,1511 Morgan Island,West Sarahfort,FL,9178,(464)514-7373,lisa.mccormick@example.com,< $25k,Uninsured,,I20,Angina pectoris,TRUE,01-11-2024,FALSE,12-05-2026
PAT1002802,345-14-4550,Cynthia,Robinson,Cynthia Robinson,28-01-1950,22,M,Black,Non-Hispanic,6418 Nancy Meadow Suite 002,South Elizabethton,NC,55832,001-978-260-0789,cynthia.robinson@example.com,< $25k,Private,"Harmon, Davis and Mullins",E10,Type 1 diabetes mellitus,TRUE,02-11-2025,FALSE,05-03-2023
PAT1002803,402-90-9959,Luis,Dennis,Luis Dennis,09-10-1962,47,F,Other,Non-Hispanic,20921 Lauren Hill Suite 777,New Kristinbury,NC,47353,(423)287-6812,luis.dennis@example.com,< $25k,Underinsured,"Phillips, Pineda and Grimes",E11,Type 2 diabetes mellitus,TRUE,21-02-2026,FALSE,29-03-2025
PAT1002804,479-58-3079,David,Knapp,David Knapp,07-10-1935,44,F,Hispanic,Non-Hispanic,143 Kathleen Wells,Fernandezhaven,IL,76674,627-812-9785,david.knapp@example.com,> $100k,Underinsured,Mitchell-Davidson,E14,Unspecified diabetes mellitus,TRUE,20-02-2026,FALSE,07-08-2024
PAT1002805,448-34-1775,Maria,Ortega,Maria Ortega,26-08-1943,63,F,Hispanic,Hispanic,3879 Amanda Island Apt. 025,Lake Joseland,GA,8322,8524091617,maria.ortega@example.com,$25k-$50k,Medicaid,King LLC,I21,Acute myocardial infarction,TRUE,21-10-2024,FALSE,15-03-2023
PAT1002806,551-46-3837,Stacy,Davies,Stacy Davies,14-09-1972,69,Other,Hispanic,Non-Hispanic,349 Scott Port,Lake Dennisstad,GA,96773,863-529-7285x963,stacy.davies@example.com,< $25k,Uninsured,Davis-Stone,J00,Acute nasopharyngitis,TRUE,,FALSE,26-08-2025
PAT1002807,179-87-2709,Dalton,Pruitt,Dalton Pruitt,17-08-1992,33,Other,Hispanic,Non-Hispanic,7871 Weeks Drives,Mccarthybury,NY,60449,687-464-3971,dalton.pruitt@example.com,< $25k,Uninsured,Drake-Long,E11,Type 2 diabetes mellitus,TRUE,21-09-2024,FALSE,24-07-2025
PAT1002808,987-12-6876,Kayla,Pitts,Kayla Pitts,24-12-1959,39,M,Native American,Hispanic,128 Emily Centers Apt. 421,Steinchester,GA,20316,296-205-4850x5973,kayla.pitts@example.com,$50k-$75k,Underinsured,Vang Group,C01,Malignant neoplasm of base of tongue,TRUE,03-04-2026,FALSE,25-07-2023
PAT1002809,671-77-2167,Scott,Rodgers,Scott Rodgers,06-05-1970,90,F,Black,Non-Hispanic,55122 Devin Crossroad Suite 779,Vangfurt,NC,22140,371.289.7658x0817,scott.rodgers@example.com,$50k-$75k,Underinsured,Salazar and Sons,I10,Essential hypertension,TRUE,28-04-2025,FALSE,14-10-2023
PAT1002810,699-86-7074,Patricia,Powell,Patricia Powell,16-11-1976,82,M,Asian,Non-Hispanic,9211 Gabriel Parkways,Acevedoport,NY,97098,(321)885-1212,patricia.powell@example.com,$25k-$50k,Uninsured,Neal Group,J02,Acute pharyngitis,TRUE,,FALSE,29-08-2023
PAT1002811,165-35-5345,Anne,Dixon,Anne Dixon,21-07-1960,20,Other,Native American,Hispanic,121 Whitney Street,New Laura,FL,22033,7829608080,anne.dixon@example.com,< $25k,Private,"Duke, Johnson and Huffman",E10,Type 1 diabetes mellitus,TRUE,28-10-2024,FALSE,28-07-2021
PAT1002812,732-35-4018,Sabrina,Hernandez,Sabrina Hernandez,19-04-1936,20,F,Other,Non-Hispanic,0212 Elizabeth Points Apt. 021,North Richardville,IL,32152,(331)879-8109,sabrina.hernandez@example.com,< $25k,Underinsured,"Montgomery, Ryan and Boyd",J02,Acute pharyngitis,TRUE,,FALSE,29-04-2022
PAT1002813,929-98-4437,Ruben,Medina,Ruben Medina,22-09-1986,21,M,White,Hispanic,637 Chan Squares Apt. 659,Lake Michael,OH,72270,(635)955-7642x58364,ruben.medina@example.com,$25k-$50k,Uninsured,Lawrence LLC,J02,Acute pharyngitis,TRUE,,FALSE,18-10-2025
PAT1002814,646-61-2908,Tammy,Welch,Tammy Welch,05-09-2007,64,M,Native American,Non-Hispanic,9508 Austin Walks Suite 279,Heathershire,NY,54325,+1-646-608-8588x310,tammy.welch@example.com,< $25k,Uninsured,Brown-Lewis,J06,Acute upper respiratory infections,TRUE,,FALSE,07-03-2023
PAT1002815,913-63-3617,Angela,Miller,Angela Miller,04-06-1950,78,M,Native American,Non-Hispanic,541 Hutchinson Garden,New Julieland,NC,40430,+1-603-222-4969x689,angela.miller@example.com,$25k-$50k,Underinsured,Ellis-Miller,M54,Dorsalgia,TRUE,,FALSE,24-07-2025
PAT1002816,180-94-5663,Nicholas,White,Nicholas White,10-10-1943,50,M,Native American,Hispanic,63637 Moore Valley,Port Stephenmouth,CA,96883,(788)210-1809,nicholas.white@example.com,< $25k,Medicaid,Porter-Garcia,C04,Malignant neoplasm of floor of mouth,TRUE,23-06-2025,FALSE,06-05-2026
PAT1002817,927-69-5738,Andrew,Collins,Andrew Collins,17-06-1938,71,Other,Hispanic,Non-Hispanic,68943 Karen Pike Apt. 038,Wilsonstad,IL,34417,(240)705-2256x1777,andrew.collins@example.com,> $100k,Private,Jordan and Sons,J02,Acute pharyngitis,FALSE,,FALSE,01-10-2025
PAT1002818,144-39-6903,Shannon,Freeman,Shannon Freeman,22-02-1945,62,Other,Black,Non-Hispanic,077 Sarah Light Suite 369,Lake Patriciahaven,CA,83399,(445)240-7485,shannon.freeman@example.com,$25k-$50k,Medicaid,"Green, Lopez and Morales",C02,Malignant neoplasm of other parts of tongue,TRUE,11-04-2025,FALSE,26-06-2026
PAT1002819,328-55-2223,Jerry,Rodriguez,Jerry Rodriguez,29-09-1957,54,F,Black,Hispanic,89553 Freeman Mountain Apt. 043,Crawfordfort,NY,21173,524-244-6217,jerry.rodriguez@example.com,$25k-$50k,Uninsured,,C07,Malignant neoplasm of parotid gland,TRUE,21-06-2025,FALSE,10-02-2026
PAT1002820,274-17-1358,Adam,Perry,Adam Perry,28-01-1993,54,Other,Asian,Hispanic,503 Jason Lodge Apt. 163,New Gabriellemouth,GA,79570,336-636-7775,adam.perry@example.com,< $25k,Uninsured,Walsh PLC,E10,Type 1 diabetes mellitus,TRUE,21-11-2024,FALSE,01-11-2024
PAT1002821,481-53-8696,Angel,Singleton,Angel Singleton,19-11-1976,80,F,White,Non-Hispanic,47674 Daniel Brook,Jonesville,NC,1579,7687730176,angel.singleton@example.com,$25k-$50k,Medicaid,"Matthews, Gregory and Cardenas",C50,Malignant neoplasm of breast,TRUE,29-05-2026,FALSE,10-07-2024
PAT1002822,908-54-6640,Karen,Bailey,Karen Bailey,09-01-1936,38,Other,Other,Non-Hispanic,962 Morgan Corners,South Nicholas,PA,33877,602-960-6974x418,karen.bailey@example.com,< $25k,Underinsured,,C07,Malignant neoplasm of parotid gland,TRUE,16-01-2026,FALSE,12-03-2023
PAT1002823,343-21-9562,Michael,Odonnell,Michael Odonnell,08-03-1966,69,M,Hispanic,Hispanic,49616 Smith Fords,Thompsonport,CA,41489,(719)349-3467x03502,michael.odonnell@example.com,$75k-$100k,Medicare,"Martin, Flores and Leblanc",J00,Acute nasopharyngitis,FALSE,,FALSE,18-07-2021
PAT1002824,658-36-5534,Chelsea,Taylor,Chelsea Taylor,19-04-1994,54,Other,Other,Hispanic,317 Frederick Trail,Port Tiffany,MI,52602,6874609273,chelsea.taylor@example.com,$75k-$100k,Underinsured,Henson-Keith,I21,Acute myocardial infarction,TRUE,17-07-2024,FALSE,10-06-2026
PAT1002825,563-20-8398,Maria,Mcpherson,Maria Mcpherson,03-12-1991,40,M,Asian,Non-Hispanic,914 Richardson Wall Apt. 480,Port Nicholasstad,FL,72794,-11389,maria.mcpherson@example.com,$25k-$50k,Underinsured,,C04,Malignant neoplasm of floor of mouth,TRUE,20-09-2025,FALSE,02-08-2023
PAT1002826,310-49-4170,Lauren,Turner,Lauren Turner,05-11-1958,47,F,Hispanic,Non-Hispanic,568 Joseph Pass Apt. 690,North Alejandro,OH,32109,631-442-4012,lauren.turner@example.com,$50k-$75k,Private,Macdonald Ltd,J00,Acute nasopharyngitis,FALSE,,FALSE,12-10-2023
PAT1002827,855-91-1478,Cody,Hawkins,Cody Hawkins,17-04-1944,21,Other,White,Hispanic,51415 Christy Forest,Philipfurt,NY,45835,282-511-4165,cody.hawkins@example.com,$25k-$50k,Uninsured,Smith-Soto,M54,Dorsalgia,TRUE,,FALSE,04-06-2025
PAT1002828,739-94-9155,Greg,Rogers,Greg Rogers,05-09-2005,60,M,Black,Hispanic,98110 Caleb Field,West Tiffany,TX,25855,688-298-6644x19668,greg.rogers@example.com,$25k-$50k,Underinsured,"Fields, Day and Foster",J02,Acute pharyngitis,TRUE,,FALSE,28-10-2021
PAT1002829,191-93-7515,Cody,Sampson,Cody Sampson,21-09-1954,85,F,White,Non-Hispanic,477 Rosario Parks Apt. 829,Teresafurt,PA,67043,+1-209-992-2685x921,cody.sampson@example.com,$25k-$50k,Underinsured,,E14,Unspecified diabetes mellitus,TRUE,02-06-2026,FALSE,04-05-2024
PAT1002830,122-31-5375,Kimberly,Green,Kimberly Green,28-02-1960,76,Other,Asian,Non-Hispanic,0667 Kelly Cove,Conwayfurt,PA,39736,001-413-558-1473,kimberly.green@example.com,< $25k,Underinsured,Nunez and Sons,M54,Dorsalgia,TRUE,,FALSE,27-03-2022
PAT1002831,950-36-1047,April,Holt,April Holt,07-05-1950,67,Other,Other,Non-Hispanic,4997 Craig Circle,Johnsonmouth,CA,11912,+1-516-645-7066x1769,april.holt@example.com,$25k-$50k,Uninsured,,E14,Unspecified diabetes mellitus,TRUE,19-02-2026,FALSE,16-01-2023
PAT1002832,314-42-8551,Kevin,Campbell,Kevin Campbell,17-04-1986,60,F,Asian,Non-Hispanic,1079 Nancy Inlet Apt. 175,Steeletown,PA,9411,(983)550-8123,kevin.campbell@example.com,$25k-$50k,Uninsured,"Phelps, Jones and Collins",J06,Acute upper respiratory infections,TRUE,,FALSE,06-03-2023
PAT1002833,697-62-4282,Hailey,Compton,Hailey Compton,04-12-1939,50,Other,White,Non-Hispanic,2028 Burgess Springs Apt. 914,Whiteborough,MI,72745,+1-445-972-9886x870,hailey.compton@example.com,$50k-$75k,Uninsured,,C01,Malignant neoplasm of base of tongue,TRUE,08-08-2025,FALSE,30-01-2024
PAT1002834,996-76-4826,Kenneth,Friedman,Kenneth Friedman,23-09-1998,19,M,Other,Non-Hispanic,348 Brown Heights Apt. 872,Morenochester,CA,73853,763.333.4219x72998,kenneth.friedman@example.com,< $25k,Uninsured,Houston and Sons,C04,Malignant neoplasm of floor of mouth,TRUE,22-12-2025,FALSE,16-04-2024
PAT1002835,449-10-5738,Justin,York,Justin York,22-02-1994,75,Other,Asian,Non-Hispanic,436 Morales Mission Suite 471,East Whitney,MI,34640,921.229.3638x012,justin.york@example.com,$75k-$100k,Private,Long and Sons,J02,Acute pharyngitis,FALSE,,FALSE,11-05-2026
PAT1002836,339-20-3046,Lisa,Harris,Lisa Harris,18-07-1949,87,M,Hispanic,Non-Hispanic,09900 Vicki Stravenue,Taylorfurt,NC,12389,(588)429-2604x928,lisa.harris@example.com,< $25k,Uninsured,,C06,Malignant neoplasm of other parts of mouth,TRUE,29-10-2024,FALSE,18-05-2026
PAT1002837,109-14-5089,Ashley,Hart,Ashley Hart,21-11-1956,66,M,Asian,Non-Hispanic,69923 Jones Walk,Jamietown,MI,45332,(518)857-8503x57518,ashley.hart@example.com,< $25k,Medicare,Garcia-Baker,E13,Other specified diabetes mellitus,TRUE,06-12-2025,FALSE,15-07-2021
PAT1002838,315-87-6985,Jacob,Hodge,Jacob Hodge,16-06-1983,35,Other,Asian,Non-Hispanic,1491 William Squares Suite 718,South Bradley,NY,90755,854-612-1551x55900,jacob.hodge@example.com,< $25k,Uninsured,Hernandez-Roberts,J06,Acute upper respiratory infections,TRUE,,FALSE,09-08-2022
PAT1002839,781-18-5293,Laura,Hayes,Laura Hayes,09-07-1953,60,F,Black,Hispanic,73275 Brooks Dam,New Lauren,OH,626,789-714-5247x9408,laura.hayes@example.com,< $25k,Uninsured,,I11,Hypertensive heart disease,TRUE,27-01-2026,FALSE,28-07-2021
PAT1002840,235-63-7055,Mark,Harris,Mark Harris,07-02-1960,72,M,Other,Non-Hispanic,10979 Pamela Summit Suite 934,Lake Anthonyland,TX,2141,001-813-815-9441x83675,mark.harris@example.com,< $25k,Underinsured,Hayes-Dudley,E10,Type 1 diabetes mellitus,TRUE,11-08-2024,FALSE,18-12-2022
PAT1002841,695-36-9046,Natalie,Harvey,Natalie Harvey,24-07-1976,82,M,Other,Non-Hispanic,7598 Pierce Stream Apt. 277,Lake Andrew,PA,72073,482.778.5636x735,natalie.harvey@example.com,> $100k,Uninsured,,I50,Heart failure,TRUE,26-02-2025,FALSE,09-05-2023
PAT1002842,822-33-3246,Matthew,Lawson,Matthew Lawson,08-02-2001,74,F,Other,Hispanic,17554 Jonathan Vista Apt. 357,Manuelhaven,TX,47256,947-278-3855x344,matthew.lawson@example.com,$75k-$100k,Medicare,Martinez-Roth,J02,Acute pharyngitis,FALSE,,FALSE,24-11-2024
PAT1002843,387-88-6369,Gabrielle,Dennis,Gabrielle Dennis,18-01-1986,49,F,Hispanic,Non-Hispanic,2442 Tanner Inlet Suite 304,Elizabethview,IL,60807,001-554-506-4147,gabrielle.dennis@example.com,$25k-$50k,Uninsured,Barnes-Bruce,I10,Essential hypertension,TRUE,09-06-2025,FALSE,14-10-2021
PAT1002844,763-61-8670,Beth,Lyons,Beth Lyons,07-11-1977,30,F,Native American,Non-Hispanic,95150 Elizabeth Flat Suite 711,New Jennyport,OH,24212,634.899.1517x1599,beth.lyons@example.com,$50k-$75k,Private,White-Decker,M54,Dorsalgia,FALSE,,FALSE,16-02-2026
PAT1002845,334-63-2771,Melissa,Fitzpatrick,Melissa Fitzpatrick,27-08-1937,79,F,Black,Non-Hispanic,45508 Annette Mall,Hancockbury,TX,11783,(219)927-5712,melissa.fitzpatrick@example.com,< $25k,Uninsured,Figueroa-Hammond,J02,Acute pharyngitis,TRUE,,FALSE,24-01-2023
PAT1002846,642-17-7570,Melissa,Jackson,Melissa Jackson,27-02-1942,22,Other,Native American,Non-Hispanic,0849 Phillips Glens,West Stephanieburgh,PA,10868,776.579.7115,melissa.jackson@example.com,$75k-$100k,Medicaid,"Jones, Thompson and Sanchez",J06,Acute upper respiratory infections,FALSE,,FALSE,24-11-2022
PAT1002847,965-90-3396,Scott,Rodgers,Scott Rodgers,10-09-1984,31,M,Asian,Non-Hispanic,796 Simmons Extension,Port Patrickborough,FL,69646,248.702.3616,scott.rodgers@example.com,< $25k,Private,White Ltd,I11,Hypertensive heart disease,TRUE,08-09-2025,FALSE,10-06-2023
PAT1002848,812-12-4116,Jessica,Keith,Jessica Keith,08-06-1981,43,Other,Other,Non-Hispanic,941 Dennis Shoal,East Ryan,PA,10707,885-707-0713x581,jessica.keith@example.com,$25k-$50k,Underinsured,"Hoover, Lawson and Alvarado",M54,Dorsalgia,TRUE,,FALSE,26-12-2021
PAT1002849,408-96-8931,Patrick,Kelly,Patrick Kelly,25-08-2003,72,F,White,Non-Hispanic,541 Joshua Manor Suite 061,Stephensonchester,GA,84781,+1-780-895-6679x159,patrick.kelly@example.com,$25k-$50k,Medicare,Mueller-Bruce,I12,Hypertensive chronic kidney disease,TRUE,05-12-2024,FALSE,18-04-2022
